fsa,name_/_area,nearest_airport_city,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,co2e_set1_kg,co2e_set2_kg,cad1_cdg,cad1_lhr,cad1_nrt,cad1_set1,cad1_set2,cad2_cdg,cad2_lhr,cad2_nrt,cad2_set1,cad2_set2,cad3_cdg,cad3_lhr,cad3_nrt,cad3_set1,cad3_set2
J0L,Montérégie-Nord (Saint-Antoine-Sur-Richelieu),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0M,Nunavik (Kuujjuaq),Puvirnituq,912.2,893.6,1911.5,620.5,865.6,27.0,26.0,56.0,18.0,25.0,240.0,240.0,510.0,170.0,230.0,970.0,950.0,2000.0,660.0,920.0
J0N,Région d'Oka (Oka),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0P,Vaudreuil-Soulanges (Coteau-du-Lac),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0R,Lanaudière-Sud (Prévost),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0S,Montérégie-Ouest (Saint-Anicet),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0T,Laurentides-Nord (Montcalm),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0V,Laurentides-Sud (Chénéville),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0W,Outaouais-Nord (Ferme-Neuve),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0X,Outaouais-Sud (Thurso),Ottawa,1060.4,1077.6,3129.6,669.4,744.3,31.0,32.0,92.0,20.0,22.0,280.0,290.0,830.0,180.0,200.0,1100.0,1100.0,3300.0,710.0,790.0
J0Y,Abitibi-Témiscamingue-Est (Radisson),Radisson,1249.9,997.7,2219.5,641.3,711.7,37.0,29.0,65.0,19.0,21.0,330.0,270.0,590.0,170.0,190.0,1300.0,1100.0,2400.0,680.0,760.0
J0Z,Abitibi-Témiscamingue-Ouest (Guigues),Sudbury,1537.6,1058.1,2104.1,601.7,676.2,45.0,31.0,62.0,18.0,20.0,410.0,280.0,560.0,160.0,180.0,1600.0,1100.0,2200.0,640.0,720.0
J1A,Coaticook,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1C,Bromptonville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1E,Sherbrooke Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1G,Sherbrooke East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1H,Sherbrooke Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1J,Sherbrooke North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1K,Sherbrooke West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1L,Sherbrooke Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1M,Sherbrooke Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1N,Rock Forest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1R,Saint-Élie-d'Orford,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1S,Windsor,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1T,Asbestos,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1X,Magog,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J1Z,Saint-Cyrille-De-Wendover,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2A,Drummondville Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2B,Drummondville South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2C,Drummondville Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2E,Drummondville Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2G,Granby Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2H,Granby East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2J,Granby West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2K,Cowansville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2L,Bromont,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2M,Shefford,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2N,Farnham,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2R,Saint-Hyacinthe Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2S,Saint-Hyacinthe Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2T,Saint-Hyacinthe East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2W,Saint-Luc,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2X,Saint-Jean-sur-Richelieu East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J2Y,Saint-Jean-sur-Richelieu West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3A,Saint-Jean-sur-Richelieu North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3B,Saint-Jean-sur-Richelieu Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3E,Sainte-Julie,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3G,Beloeil West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3H,Beloeil East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3L,Chambly,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3M,Marieville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3N,Saint-Basile-Le-Grand,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3P,Sorel Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3R,Sorel Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3T,Nicolet,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3V,Saint-Bruno,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3X,Varennes,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3Y,Saint-Hubert Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J3Z,Saint-Hubert East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4B,Boucherville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4G,Longueuil North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4H,Longueuil West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4J,Longueuil Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4K,Longueuil Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4L,Longueuil Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4M,Longueuil East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4N,Longueuil Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4P,Saint-Lambert North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4R,Saint-Lambert Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4S,Saint-Lambert South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4T,Saint-Hubert West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4V,Greenfield Park,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4W,Brossard Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4X,Brossard Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4Y,Brossard South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J4Z,Brossard Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5A,Saint-Constant,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5B,Delson,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5C,Sainte-Catherine,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5J,Saint-Sophie,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5K,Saint-Colomban,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5L,Saint-Jérôme West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5M,Saint-Lin-Laurentides,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5R,La Prairie,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5T,Lavaltrie,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5V,Louiseville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5W,L'Assomption,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5X,L'Épiphanie,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5Y,Repentigny Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J5Z,Repentigny West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6A,Repentigny South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6E,Joliette,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6J,Châteauguay North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6K,Châteauguay South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6N,Beauharnois,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6R,Mercier,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6S,Salaberry-de-Valleyfield North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6T,Salaberry-de-Valleyfield South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6V,Terrebonne East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6W,Terrebonne Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6X,Terrebonne Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6Y,Terrebonne Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J6Z,Sainte-Thérèse-de-Blainville Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7A,Sainte-Thérèse-de-Blainville East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7B,Sainte-Thérèse-de-Blainville North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7C,Sainte-Thérèse-de-Blainville Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7E,Sainte-Thérèse-de-Blainville Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7G,Sainte-Thérèse-de-Blainville South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7H,Sainte-Thérèse-de-Blainville Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7J,Mirabel Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7K,Mascouche Extremities,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7L,Mascouche Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7M,La Plaine,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7N,Mirabel Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7P,Saint-Eustache Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7R,Saint-Eustache Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7T,Vaudreuil-Dorion RCM,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7V,Vaudreuil-Dorion,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7W,Pincourt,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7X,Valleyfield,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7Y,Saint-Jérôme North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J7Z,Saint-Jérôme Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8A,Saint-Hippolyte,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8B,Sainte-Adèle,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8C,Sainte-Agathe-Des-Monts,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8E,Mont-Tremblant,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8G,Chatham,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8H,Lachute,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8L,Buckingham,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J8M,Masson-Angers,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
