fsa,name_/_area,rovince_/_territory,lat,lon,nearest_major_airport,airport_iata,airport_sl_km,"dist_set_a_km
(yvr+sfo)","dist_set_b_km
(yyz+jfk)",further_set,d1_name,d1_sl_km,d1_driving_km,d1_driving_hrs,d2_name,d2_sl_km,d2_driving_km,d2_driving_hrs,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,"set_airport_1
(iata)",co2e_set1_kg,co2e_set2_kg
H3M,Cartierville Northeast,Quebec,45.5383,-73.6932,Montréal-Trudeau Intl,YUL,8.4,3880.6,528.8,A,Quebec City QC (Old City),238.2,263.27,3.5563,Niagara-on-the-Lake ON,496.9,670.14,8.264,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3N,Parc-Extension,Quebec,45.5302,-73.6327,Montréal-Trudeau Intl,YUL,10.7,3885.3,530.4,A,Quebec City QC (Old City),235.0,259.55,3.4883,Barrie ON,493.1,619.66,7.5604,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3P,Mount Royal North,Quebec,45.5217,-73.6393,Montréal-Trudeau Intl,YUL,9.7,3885.1,529.5,A,Quebec City QC (Old City),236.0,259.77,3.4961,Toronto ON,499.9,540.98,6.612,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3R,Mount Royal Central,Quebec,45.5101,-73.6478,Montréal-Trudeau Intl,YUL,8.5,3884.8,528.3,A,Quebec City QC (Old City),237.3,261.01,3.5253,Toronto ON,498.8,539.21,6.6029,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3S,Côte-des-Neiges North,Quebec,45.5063,-73.6297,Montréal-Trudeau Intl,YUL,9.5,3886.2,528.7,A,Quebec City QC (Old City),236.5,262.72,3.5905,Toronto ON,500.0,541.74,6.6504,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3T,Côte-des-Neiges Northeast,Quebec,45.5018,-73.6191,Montréal-Trudeau Intl,YUL,10.1,3887.1,528.7,A,Quebec City QC (Old City),236.1,258.26,3.5959,Barrie ON,493.4,620.38,7.6051,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3V,Côte-des-Neiges East,Quebec,45.499,-73.6089,Montréal-Trudeau Intl,YUL,10.8,3888.0,528.9,A,Quebec City QC (Old City),235.7,258.79,3.6223,Barrie ON,494.1,620.9,7.6333,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3W,Côte-des-Neiges Southwest,Quebec,45.4897,-73.6312,Montréal-Trudeau Intl,YUL,8.8,3886.6,527.4,A,Quebec City QC (Old City),237.7,266.87,3.5623,Toronto ON,499.1,540.96,6.5918,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3X,Hampstead,Quebec,45.4819,-73.6421,Montréal-Trudeau Intl,YUL,7.8,3886.0,526.4,A,Quebec City QC (Old City),238.9,267.14,3.5681,Toronto ON,498.0,540.97,6.6166,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3Y,Westmount West,Quebec,45.4876,-73.6045,Montréal-Trudeau Intl,YUL,10.8,3888.6,528.2,A,Quebec City QC (Old City),236.3,258.34,3.553,Barrie ON,494.2,620.61,7.5809,1080.3,1035.5,2139.8,YVR,734.0,812.8
H3Z,Westmount East,Quebec,45.4825,-73.5933,Montréal-Trudeau Intl,YUL,11.6,3889.6,528.2,A,Quebec City QC (Old City),235.9,257.25,3.5245,Barrie ON,494.9,622.28,7.623,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4A,Notre-Dame-de-Grâce Northeast,Quebec,45.4717,-73.6149,Montréal-Trudeau Intl,YUL,9.8,3888.3,526.6,A,Quebec City QC (Old City),238.0,264.37,3.5061,Toronto ON,499.6,543.32,6.6369,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4B,Notre-Dame-de-Grâce Southwest,Quebec,45.4604,-73.6303,Montréal-Trudeau Intl,YUL,8.7,3887.5,525.2,A,Quebec City QC (Old City),239.7,266.83,3.5942,Toronto ON,498.0,537.03,6.6392,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4C,Saint-Henri,Quebec,45.4737,-73.5882,Montréal-Trudeau Intl,YUL,11.9,3890.2,527.8,A,Quebec City QC (Old City),236.3,262.61,3.5127,Barrie ON,495.1,622.42,7.5989,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4E,Ville Émard,Quebec,45.4546,-73.5985,Montréal-Trudeau Intl,YUL,11.2,3890.0,526.0,A,Quebec City QC (Old City),238.2,263.97,3.5448,Niagara-on-the-Lake ON,499.0,664.18,8.2785,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4G,Verdun North,Quebec,45.4643,-73.5698,Montréal-Trudeau Intl,YUL,13.4,3891.8,527.8,A,Quebec City QC (Old City),235.8,261.67,3.4707,Barrie ON,496.3,618.37,7.6279,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4H,Verdun South,Quebec,45.4459,-73.5815,Montréal-Trudeau Intl,YUL,12.7,3891.5,525.9,A,Quebec City QC (Old City),237.9,264.05,3.5427,Niagara-on-the-Lake ON,499.7,664.75,8.3026,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4J,Cartierville Central,Quebec,45.5313,-73.7091,Montréal-Trudeau Intl,YUL,7.2,3879.6,527.6,A,Quebec City QC (Old City),239.6,263.81,3.5749,Niagara-on-the-Lake ON,495.4,661.8,8.2131,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4K,Cartierville Southwest,Quebec,45.5171,-73.7363,Montréal-Trudeau Intl,YUL,5.2,3878.0,525.6,A,Quebec City QC (Old City),242.3,266.88,3.6761,Niagara-on-the-Lake ON,492.8,661.68,8.1945,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4L,Saint-Laurent Inner Northeast,Quebec,45.517,-73.6831,Montréal-Trudeau Intl,YUL,6.8,3881.9,527.5,A,Quebec City QC (Old City),239.0,263.8,3.5622,Toronto ON,496.6,537.04,6.5745,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4M,Saint-Laurent East,Quebec,45.4979,-73.6886,Montréal-Trudeau Intl,YUL,5.1,3882.1,525.9,A,Quebec City QC (Old City),240.6,263.92,3.5719,Toronto ON,495.3,536.67,6.5434,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4N,Saint-Laurent Outer Northeast,Quebec,45.5263,-73.6649,Montréal-Trudeau Intl,YUL,8.6,3883.0,528.9,A,Quebec City QC (Old City),237.2,260.17,3.5025,Toronto ON,498.3,540.78,6.5951,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4P,Mount Royal South,Quebec,45.4964,-73.6647,Montréal-Trudeau Intl,YUL,6.6,3883.9,526.6,A,Quebec City QC (Old City),239.3,262.52,3.5327,Toronto ON,497.0,538.34,6.5749,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4R,Saint-Laurent Central,Quebec,45.5049,-73.7142,Montréal-Trudeau Intl,YUL,4.3,3880.0,525.4,A,Quebec City QC (Old City),241.7,268.3,3.6448,Toronto ON,493.8,533.97,6.5131,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4S,Saint-Laurent Southwest,Quebec,45.4858,-73.7433,Montréal-Trudeau Intl,YUL,1.7,3878.4,522.9,A,Quebec City QC (Old City),244.8,268.36,3.6532,Toronto ON,490.9,531.89,6.4941,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4T,Saint-Laurent Southeast,Quebec,45.4752,-73.6961,Montréal-Trudeau Intl,YUL,3.5,3882.2,523.9,A,Quebec City QC (Old City),242.7,266.19,3.6086,Toronto ON,493.9,536.65,6.5347,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4V,Côte-Saint-Luc East,Quebec,45.4671,-73.6487,Montréal-Trudeau Intl,YUL,7.2,3885.9,525.0,A,Quebec City QC (Old City),240.4,268.27,3.6001,Toronto ON,496.9,537.88,6.6759,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4W,Côte-Saint-Luc West,Quebec,45.47,-73.6686,Montréal-Trudeau Intl,YUL,5.6,3884.3,524.5,A,Quebec City QC (Old City),241.4,269.9,3.648,Toronto ON,495.6,543.5,6.6964,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4X,Montreal West,Quebec,45.4529,-73.6492,Montréal-Trudeau Intl,YUL,7.4,3886.3,523.9,A,Quebec City QC (Old City),241.4,268.58,3.6247,Toronto ON,496.3,534.76,6.6092,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4Y,Dorval Central,Quebec,45.8654,-72.7614,Montréal-Trudeau Intl,YUL,87.9,3940.3,590.2,A,Quebec City QC (Old City),159.2,182.68,2.4276,Baie-Comeau QC,499.0,593.51,8.1008,1080.3,1035.5,2139.8,YVR,734.0,812.8
H4Z,Tour de la Bourse,Quebec,45.5061,-73.5573,Montréal-Trudeau Intl,YUL,14.8,3891.6,531.4,A,Quebec City QC (Old City),232.1,253.68,3.4068,Barrie ON,498.2,621.26,7.6473,1080.3,1035.5,2139.8,YVR,734.0,812.8
H5A,Place Bonaventure,Quebec,45.4992,-73.5646,Montréal-Trudeau Intl,YUL,14.1,3891.2,530.6,A,Quebec City QC (Old City),233.0,254.59,3.4326,Barrie ON,497.5,619.5,7.6162,1080.3,1035.5,2139.8,YVR,734.0,812.8
H5B,Place Desjardins,Quebec,45.5066,-73.5623,Montréal-Trudeau Intl,YUL,14.5,3891.2,531.2,A,Quebec City QC (Old City),232.4,253.5,3.3978,Barrie ON,497.9,621.58,7.6567,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7A,Duvernay-Est,Quebec,45.6739,-73.5924,Montréal-Trudeau Intl,YUL,25.4,3884.3,542.9,A,Quebec City QC (Old City),222.9,261.44,3.4163,Barrie ON,499.9,640.44,7.8042,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7B,Saint-Franþois,Quebec,45.6757,-73.6388,Montréal-Trudeau Intl,YUL,24.1,3880.8,541.3,A,Quebec City QC (Old City),225.7,256.14,3.3722,Barrie ON,496.4,641.0,7.8301,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7C,Saint-Vincent-de-Paul,Quebec,45.6168,-73.6492,Montréal-Trudeau Intl,YUL,17.8,3881.6,536.4,A,Quebec City QC (Old City),230.2,262.87,3.4425,Barrie ON,494.0,634.97,7.7482,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7E,Duvernay,Quebec,45.6225,-73.6949,Montréal-Trudeau Intl,YUL,17.3,3878.1,535.1,A,Quebec City QC (Old City),232.7,265.67,3.4952,Barrie ON,490.7,631.11,7.6963,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7G,Pont-Viau,Quebec,45.5771,-73.6873,Montréal-Trudeau Intl,YUL,12.6,3879.9,531.9,A,Quebec City QC (Old City),235.2,268.56,3.5251,Niagara-on-the-Lake ON,499.4,671.8,8.3801,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7H,Auteuil West,Quebec,45.6409,-73.7542,Montréal-Trudeau Intl,YUL,19.0,3873.2,534.4,A,Quebec City QC (Old City),235.3,266.85,3.5058,Niagara-on-the-Lake ON,498.4,682.78,8.4195,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7J,Auteuil Northeast,Quebec,45.6625,-73.7002,Montréal-Trudeau Intl,YUL,21.6,3876.6,538.0,A,Quebec City QC (Old City),230.5,266.35,3.5564,Barrie ON,491.5,637.39,7.8434,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7K,Auteuil South,Quebec,45.6213,-73.7398,Montréal-Trudeau Intl,YUL,16.8,3874.8,533.4,A,Quebec City QC (Old City),235.6,269.89,3.5716,Niagara-on-the-Lake ON,498.2,677.87,8.3819,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7L,Sainte-Rose,Quebec,45.6168,-73.7825,Montréal-Trudeau Intl,YUL,16.6,3871.8,531.5,A,Quebec City QC (Old City),238.6,272.87,3.5857,Niagara-on-the-Lake ON,495.1,674.89,8.3729,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7M,Vimont,Quebec,45.5984,-73.7159,Montréal-Trudeau Intl,YUL,14.3,3877.2,532.5,A,Quebec City QC (Old City),235.6,267.54,3.5137,Niagara-on-the-Lake ON,498.6,675.02,8.2986,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7N,Laval-des-Rapides,Quebec,45.5501,-73.6992,Montréal-Trudeau Intl,YUL,9.4,3879.8,529.4,A,Quebec City QC (Old City),237.7,261.82,3.5952,Niagara-on-the-Lake ON,497.1,668.76,8.3078,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7P,Fabreville,Quebec,45.578,-73.8004,Montréal-Trudeau Intl,YUL,12.8,3871.5,527.9,A,Quebec City QC (Old City),242.2,274.75,3.5941,Niagara-on-the-Lake ON,491.8,670.35,8.2622,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7R,Laval-sur-le-Lac,Quebec,45.5526,-73.8507,Montréal-Trudeau Intl,YUL,12.5,3868.5,524.2,A,Niagara Falls ON,498.2,648.15,8.0697,Niagara-on-the-Lake ON,486.9,669.68,8.2403,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7S,Chomedey Northeast,Quebec,45.5793,-73.7367,Montréal-Trudeau Intl,YUL,12.1,3876.2,530.3,A,Quebec City QC (Old City),238.1,268.8,3.4933,Niagara-on-the-Lake ON,496.1,673.6,8.2912,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7T,Chomedey Northwest,Quebec,45.5573,-73.7725,Montréal-Trudeau Intl,YUL,10.0,3874.2,527.3,A,Quebec City QC (Old City),241.8,273.41,3.5752,Niagara-on-the-Lake ON,492.5,667.11,8.2262,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7V,Chomedey East,Quebec,45.5478,-73.7368,Montréal-Trudeau Intl,YUL,8.6,3877.1,527.9,A,Quebec City QC (Old City),240.2,267.14,3.5893,Niagara-on-the-Lake ON,494.4,666.41,8.2398,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7W,Chomedey South,Quebec,45.5338,-73.7652,Montréal-Trudeau Intl,YUL,7.3,3875.4,525.8,A,Quebec City QC (Old City),242.9,276.96,3.6422,Niagara-on-the-Lake ON,491.7,663.7,8.1641,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7X,Sainte-Dorothée,Quebec,45.5334,-73.8159,Montréal-Trudeau Intl,YUL,9.1,3871.6,523.9,A,Niagara Falls ON,499.4,644.05,7.9983,Niagara-on-the-Lake ON,488.3,665.58,8.1689,1080.3,1035.5,2139.8,YVR,734.0,812.8
H7Y,Îles-Laval,Quebec,45.5284,-73.8509,Montréal-Trudeau Intl,YUL,10.7,3869.2,522.3,A,Niagara Falls ON,496.8,635.79,8.1514,Niagara-on-the-Lake ON,485.6,657.32,8.322,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8N,LaSalle Northwest,Quebec,45.438,-73.6215,Montréal-Trudeau Intl,YUL,10.0,3888.8,523.9,A,Quebec City QC (Old City),240.8,268.97,3.6103,Toronto ON,497.7,535.82,6.6138,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8P,LaSalle Southeast,Quebec,45.4011,-73.619,Montréal-Trudeau Intl,YUL,12.2,3890.0,521.2,A,Quebec City QC (Old City),243.3,267.18,3.4951,Toronto ON,496.4,544.07,6.6078,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8R,Saint-Pierre,Quebec,45.3994,-73.6506,Montréal-Trudeau Intl,YUL,10.6,3887.7,519.9,A,Quebec City QC (Old City),245.3,270.67,3.6606,Toronto ON,494.0,539.86,6.7,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8S,Lachine East,Quebec,45.4402,-73.6747,Montréal-Trudeau Intl,YUL,6.2,3884.7,522.0,A,Quebec City QC (Old City),243.8,270.02,3.6362,Toronto ON,493.9,531.62,6.5613,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8T,Lachine West,Quebec,45.4419,-73.7057,Montréal-Trudeau Intl,YUL,4.2,3882.4,521.0,A,Quebec City QC (Old City),245.6,272.85,3.6788,Toronto ON,491.8,528.73,6.5084,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8Y,Roxboro,Quebec,45.5084,-73.8075,Montréal-Trudeau Intl,YUL,6.7,3872.9,522.3,A,Niagara Falls ON,498.6,634.44,7.9356,Niagara-on-the-Lake ON,487.5,655.97,8.1062,1080.3,1035.5,2139.8,YVR,734.0,812.8
H8Z,Pierrefonds,Quebec,45.5069,-73.8407,Montréal-Trudeau Intl,YUL,8.8,3870.5,521.0,A,Niagara Falls ON,496.3,633.53,7.9393,Niagara-on-the-Lake ON,485.1,655.06,8.1099,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9A,Dollard-Des-Ormeaux Northwest,Quebec,45.4948,-73.8317,Montréal-Trudeau Intl,YUL,7.6,3871.5,520.4,A,Niagara Falls ON,496.2,632.0,7.9028,Niagara-on-the-Lake ON,485.1,653.52,8.0733,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9B,Dollard-Des-Ormeaux East,Quebec,45.4897,-73.7958,Montréal-Trudeau Intl,YUL,4.8,3874.3,521.3,A,Niagara Falls ON,498.3,631.6,7.8344,Toronto ON,487.3,527.66,6.4117,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9C,L'Île Bizard Northeast,Quebec,45.5055,-73.8789,Montréal-Trudeau Intl,YUL,11.4,3867.7,519.6,A,Niagara Falls ON,493.6,631.53,7.9433,Niagara-on-the-Lake ON,482.5,653.06,8.1139,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9E,L'Île-Bizard Southwest,Quebec,45.4865,-73.9092,Montréal-Trudeau Intl,YUL,13.2,3866.0,517.0,A,Niagara Falls ON,490.5,633.72,8.0088,Niagara-on-the-Lake ON,479.4,655.24,8.1794,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9G,Dollard-Des-Ormeaux Southwest,Quebec,45.4756,-73.8367,Montréal-Trudeau Intl,YUL,7.5,3871.7,518.8,A,Niagara Falls ON,494.7,628.93,7.8228,Toronto ON,483.7,525.0,6.4,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9H,Sainte-Geneviève,Quebec,45.4683,-73.8565,Montréal-Trudeau Intl,YUL,9.0,3870.4,517.5,A,Niagara Falls ON,493.0,626.59,7.7986,Toronto ON,482.0,522.65,6.3758,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9J,Kirkland,Quebec,45.4501,-73.8659,Montréal-Trudeau Intl,YUL,10.0,3870.3,515.8,A,Niagara Falls ON,491.3,624.04,7.7271,Toronto ON,480.5,520.1,6.3044,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9K,Senneville,Quebec,45.4577,-73.9162,Montréal-Trudeau Intl,YUL,13.8,3866.3,514.6,A,Niagara Falls ON,488.4,628.74,7.9088,Edmundston NB,477.8,578.74,7.7771,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9P,Dorval Outskirts,Quebec,45.4679,-73.7748,Montréal-Trudeau Intl,YUL,2.7,3876.5,520.4,A,Niagara Falls ON,498.5,629.02,7.8904,Toronto ON,487.9,525.08,6.4676,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9R,Pointe-Claire,Quebec,45.4487,-73.8167,Montréal-Trudeau Intl,YUL,6.4,3874.0,517.5,A,Niagara Falls ON,494.6,624.34,7.8024,Toronto ON,484.0,520.4,6.3796,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9S,L'Île-Dorval,Quebec,45.4414,-73.7749,Montréal-Trudeau Intl,YUL,4.2,3877.3,518.4,A,Niagara Falls ON,497.0,627.83,7.8602,Toronto ON,486.7,523.89,6.4374,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9W,Beaconsfield,Quebec,45.4334,-73.8659,Montréal-Trudeau Intl,YUL,10.6,3870.7,514.5,A,Niagara Falls ON,490.4,624.27,7.7656,Toronto ON,479.8,520.33,6.3429,1080.3,1035.5,2139.8,YVR,734.0,812.8
H9X,Sainte-Anne-De-Bellevue,Quebec,45.4062,-73.9456,Montréal-Trudeau Intl,YUL,17.5,3865.6,509.6,A,Niagara Falls ON,483.5,612.96,7.664,Edmundston NB,482.6,581.11,7.7303,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0A,Centre-du-Québec-Sud (Warwick),Quebec,45.8382,-71.9542,Montréal-Trudeau Intl,YUL,144.7,4000.7,623.8,A,Quebec City QC (Old City),122.7,149.72,2.2983,Algonquin Park ON,497.8,608.22,8.6422,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0B,Estrie-Est (Stanstead),Quebec,45.1001,-72.0491,Montréal-Trudeau Intl,YUL,138.6,4015.6,568.8,A,Quebec City QC (Old City),201.3,275.66,3.6653,Algonquin Park ON,494.9,605.46,8.3699,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0C,Centre-du-Québec-Ouest (Saint-Bonaventure),Quebec,45.8567,-72.6966,Montréal-Trudeau Intl,YUL,91.8,3945.4,592.2,A,Quebec City QC (Old City),156.2,171.68,2.3355,Baie-Comeau QC,496.4,582.5,8.0088,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0E,Estrie-Ouest (Fulford),Quebec,45.2831,-72.5244,Montréal-Trudeau Intl,YUL,97.3,3974.8,558.4,A,Quebec City QC (Old City),198.2,238.52,3.4566,Peterborough ON,469.8,567.17,7.2192,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0G,Bois-Francs-Nord (Odanak),Quebec,46.021,-72.8239,Montréal-Trudeau Intl,YUL,93.8,3931.4,599.5,A,Quebec City QC (Old City),152.0,191.3,2.6217,Baie-Comeau QC,489.5,602.13,8.2949,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0H,Bois-Francs-Sud (Saint-Nazaire-D'Acton),Quebec,45.6609,-72.77,Montréal-Trudeau Intl,YUL,78.5,3945.5,574.5,A,Quebec City QC (Old City),175.7,188.98,2.4836,Fredericton NB,475.9,751.77,9.4248,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0J,Montérégie-Est (Bedford),Quebec,45.1529,-73.1636,Montréal-Trudeau Intl,YUL,57.3,3931.1,521.4,A,Quebec City QC (Old City),238.6,268.44,3.6749,Muskoka (Huntsville) ON,474.2,599.08,8.4879,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0K,Lanaudière-Nord (Saint-Esprit),Quebec,46.7966,-73.8705,Montréal-Trudeau Intl,YUL,147.8,3834.2,626.4,A,Quebec City QC (Old City),202.6,299.68,4.5381,Baie-Comeau QC,495.2,710.86,10.2319,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0L,Montérégie-Nord (Saint-Antoine-Sur-Richelieu),Quebec,45.1956,-73.5695,Montréal-Trudeau Intl,YUL,33.4,3899.6,508.0,A,Niagara Falls ON,498.4,635.05,8.4527,Toronto ON,492.4,556.81,7.0917,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0M,Nunavik (Kuujjuaq),Quebec,58.3269,-72.1637,Puvirnituq Airport,YPX,349.0,3830.4,1839.0,A,Happy Valley-Goose Bay NL,919.8,3243.94,53.0346,Iqaluit NU,633.6,Missing value,Missing value,912.2,893.6,1911.5,YVR,620.5,865.6
J0N,Région d'Oka (Oka),Quebec,45.5135,-74.0534,Montréal-Trudeau Intl,YUL,24.8,3854.5,514.1,A,Niagara Falls ON,482.5,626.94,8.2049,Collingwood / Blue Mts ON,497.3,653.74,8.5987,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0P,Vaudreuil-Soulanges (Coteau-du-Lac),Quebec,45.3655,-74.312,Montréal-Trudeau Intl,YUL,46.1,3839.5,494.0,A,Niagara Falls ON,456.7,606.89,7.5846,Blue Mountains ON,481.9,642.95,8.1767,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0R,Lanaudière-Sud (Prévost),Quebec,45.866,-74.1785,Montréal-Trudeau Intl,YUL,55.6,3835.6,537.9,A,Niagara Falls ON,496.7,699.78,8.7567,Collingwood / Blue Mts ON,496.9,726.58,9.1506,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0S,Montérégie-Ouest (Saint-Anicet),Quebec,45.1082,-74.0451,Montréal-Trudeau Intl,YUL,46.8,3866.7,484.0,A,Niagara Falls ON,460.7,590.5,7.6682,Blue Mountains ON,498.9,656.58,8.4891,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0T,Laurentides-Nord (Montcalm),Quebec,46.3002,-74.5855,Montréal-Trudeau Intl,YUL,113.1,3794.2,562.2,A,Quebec City QC (Old City),264.5,386.2,5.3095,Sudbury ON,491.7,673.6,9.8331,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0V,Laurentides-Sud (Chénéville),Quebec,45.8265,-74.9318,Montréal-Trudeau Intl,YUL,100.7,3780.9,512.4,A,Niagara Falls ON,448.5,654.97,8.2908,Owen Sound ON,491.3,723.15,9.5264,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0W,Outaouais-Nord (Ferme-Neuve),Quebec,47.0921,-75.7967,Montréal-Trudeau Intl,YUL,239.7,3686.5,609.2,A,Quebec City QC (Old City),349.6,554.22,8.3111,Niagara-on-the-Lake ON,497.8,835.73,11.6812,1080.3,1035.5,2139.8,YVR,734.0,812.8
J0X,Outaouais-Sud (Thurso),Quebec,46.307,-76.7653,Ottawa Macdonald-Cartier Intl,YOW,138.6,3633.3,521.6,A,Niagara Falls ON,402.0,634.03,10.0923,Saguenay / Chicoutimi QC,490.0,806.25,11.9785,1060.4,1077.6,3129.6,YVR,669.4,744.3
J0Y,Abitibi-Témiscamingue-Est (Radisson),Quebec,52.1046,-75.2807,La Grande Riviere Airport,YGL,234.6,3645.7,1135.4,A,Saguenay / Chicoutimi QC,506.9,711.53,14.5595,Timmins ON,589.5,908.21,15.3931,1249.9,997.7,2219.5,YVR,641.3,711.7
J0Z,Abitibi-Témiscamingue-Ouest (Guigues),Quebec,47.8626,-78.824,Sudbury Airport,YSB,202.9,3451.2,683.5,A,Toronto ON,470.1,611.67,10.0509,Montreal QC,479.1,687.68,10.9764,1537.6,1058.1,2104.1,YVR,601.7,676.2
J1A,Coaticook,Quebec,45.1334,-71.7991,Montréal-Trudeau Intl,YUL,156.4,4033.2,583.5,A,Quebec City QC (Old City),192.4,271.16,3.586,Miramichi NB,494.7,805.74,11.2799,1080.3,1035.5,2139.8,YVR,734.0,812.8
J1C,Bromptonville,Quebec,45.4797,-71.9492,Montréal-Trudeau Intl,YUL,139.7,4011.5,598.9,A,Quebec City QC (Old City),159.0,200.73,2.9434,Algonquin Park ON,498.7,608.04,8.3277,1080.3,1035.5,2139.8,YVR,734.0,812.8
J1E,Sherbrooke Northeast,Quebec,45.4231,-71.8723,Montréal-Trudeau Intl,YUL,145.9,4018.9,598.9,A,Quebec City QC (Old City),162.9,236.38,3.1095,Baie-Comeau QC,496.5,647.21,8.7827,1080.3,1035.5,2139.8,YVR,734.0,812.8
J1G,Sherbrooke East,Quebec,45.4024,-71.8479,Montréal-Trudeau Intl,YUL,147.9,4021.4,598.7,A,Quebec City QC (Old City),164.5,237.97,3.1767,Baie-Comeau QC,497.5,648.8,8.8499,1080.3,1035.5,2139.8,YVR,734.0,812.8
J1H,Sherbrooke Central,Quebec,45.3891,-71.8986,Montréal-Trudeau Intl,YUL,144.0,4018.0,595.3,A,Quebec City QC (Old City),167.1,235.42,3.115,Campbellton / Restigouche NB,492.8,724.78,9.6429,1080.3,1035.5,2139.8,YVR,734.0,812.8
J1J,Sherbrooke North,Quebec,45.4131,-71.9238,Montréal-Trudeau Intl,YUL,141.9,4015.4,595.7,A,Quebec City QC (Old City),165.2,233.9,3.1312,Baie-Comeau QC,499.7,644.73,8.8044,1080.3,1035.5,2139.8,YVR,734.0,812.8
J1K,Sherbrooke West,Quebec,45.3822,-71.9327,Montréal-Trudeau Intl,YUL,141.4,4015.7,593.1,A,Quebec City QC (Old City),168.7,236.73,3.094,Campbellton / Restigouche NB,495.4,726.08,9.6219,1080.3,1035.5,2139.8,YVR,734.0,812.8
