fsa,further_set,d1_name,d2_name,flight_dest_1,flight_dest_2,flight_dest_3,flight_dest_4,flight_dest_5
E7J,A,Quebec City QC (Old City),Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E7K,A,Quebec City QC (Old City),Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E7L,A,Quebec City QC (Old City),Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E7M,A,Quebec City QC (Old City),Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E7N,A,Quebec City QC (Old City),Sept-Îles QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E7P,A,Quebec City QC (Old City),Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8A,A,Quebec City QC (Old City),Halifax NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8B,A,Quebec City QC (Old City),Halifax NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8C,A,Quebec City QC (Old City),Cape Breton (Cabot Trail) NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8E,A,Quebec City QC (Old City),Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8G,A,Quebec City QC (Old City),Cape Breton (Cabot Trail) NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8J,A,Quebec City QC (Old City),Cape Breton (Cabot Trail) NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8K,A,Quebec City QC (Old City),Cape Breton (Cabot Trail) NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8L,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8M,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8N,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8P,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8R,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8S,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E8T,A,Halifax NS,Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E9A,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E9B,A,Quebec City QC (Old City),Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E9C,A,Quebec City QC (Old City),Trois-Rivières QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E9E,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E9G,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
E9H,A,Quebec City QC (Old City),Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0A,A,Quebec City QC (Old City),Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0B,A,Quebec City QC (Old City),Campbellton / Restigouche NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0C,A,Quebec City QC (Old City),Cape Breton (Cabot Trail) NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0E,A,Quebec City QC (Old City),Halifax NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0G,A,Sept-Îles QC,Baie-Comeau QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0H,A,Quebec City QC (Old City),Charlottetown PE,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0J,A,Quebec City QC (Old City),Trois-Rivières QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0K,A,Quebec City QC (Old City),Îles de la Madeleine QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0L,A,Quebec City QC (Old City),Charlottetown PE,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0M,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0N,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0P,A,Quebec City QC (Old City),Bathurst NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0R,A,Quebec City QC (Old City),Gaspé QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0S,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0T,A,Quebec City QC (Old City),Saint John NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0V,A,Quebec City QC (Old City),Miramichi NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0W,A,Quebec City QC (Old City),Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0X,A,Quebec City QC (Old City),Peterborough ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0Y,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G0Z,A,Quebec City QC (Old City),Algonquin Park ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1A,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1B,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1C,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1E,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1G,A,Quebec City QC (Old City),Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1H,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1J,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1K,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1L,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1M,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1N,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1P,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1R,A,Quebec City QC (Old City),Moncton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1S,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1T,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1V,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1W,A,Quebec City QC (Old City),Fundy NP NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1X,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G1Y,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2A,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2B,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2C,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2E,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2G,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2J,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2K,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2L,A,Quebec City QC (Old City),Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2M,A,Quebec City QC (Old City),Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G2N,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3A,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3B,A,Quebec City QC (Old City),Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3C,A,Quebec City QC (Old City),Saint John NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3E,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3G,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3H,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3J,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3K,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3L,A,Quebec City QC (Old City),Saint John NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3M,A,Quebec City QC (Old City),Bathurst NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3N,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3S,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G3Z,A,Quebec City QC (Old City),Gaspé QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4A,A,Quebec City QC (Old City),Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4R,A,Saguenay / Chicoutimi QC,Miramichi NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4S,A,Moncton NB,Fredericton NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4T,A,Halifax NS,Edmundston NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4V,A,Quebec City QC (Old City),Saint John NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4W,A,Quebec City QC (Old City),Trois-Rivières QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4X,A,Halifax NS,Lunenburg NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G4Z,A,Saguenay / Chicoutimi QC,Miramichi NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5A,A,Quebec City QC (Old City),Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5B,A,Quebec City QC (Old City),Îles de la Madeleine QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5C,A,Quebec City QC (Old City),Miramichi NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5H,A,Quebec City QC (Old City),Îles de la Madeleine QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5J,A,Quebec City QC (Old City),Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5L,A,Quebec City QC (Old City),Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5M,A,Quebec City QC (Old City),Charlottetown PE,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5N,A,Quebec City QC (Old City),Charlottetown PE,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5R,A,Quebec City QC (Old City),Summerside PE,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5T,A,Quebec City QC (Old City),Lunenburg NS,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5V,A,Quebec City QC (Old City),Gaspé QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5X,A,Quebec City QC (Old City),Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
G5Y,A,Quebec City QC (Old City),Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
