Canada FSA Climate Footprint Database,,,,,,,,,,,,,,,,,,,,,,,,
"1,650 Forward Sortation Areas | Set A = YVR + SFO (Pacific) | Set B = YYZ + JFK (Atlantic)",,,,,,,,,,,,,,,,,,,,,,,,
FSA,Name / Area,Province / Territory,Lat,Lon,Nearest Major Airport,Airport IATA,Airport SL km,"Dist Set A km
(YVR+SFO)","Dist Set B km
(YYZ+JFK)",Further Set,D1 Name,D1 SL km,D1 Driving km,D1 Driving hrs,D2 Name,D2 SL km,D2 Driving km,D2 Driving hrs,CO2e CDG kg,CO2e LHR kg,CO2e NRT kg,"Set Airport 1
(IATA)",CO2e Set1 kg,CO2e Set2 kg
M2N,Willowdale South,Ontario,43.7673,-79.4111,Toronto Pearson Intl,YYZ,19.9,"3,500.6",299.7,A,Niagara Falls ON,79.8,138.8,1.7284,Sault Ste. Marie ON,493.7,691.55,9.5409,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M2P,North York (York Mills West),Ontario,43.7500,-79.3978,Toronto Pearson Intl,YYZ,19.9,"3,502.1",298.7,A,Niagara Falls ON,77.7,138.61,1.7232,Sault Ste. Marie ON,495.8,691.35,9.5357,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M2R,Willowdale West,Ontario,43.7786,-79.4450,Toronto Pearson Intl,YYZ,18.3,"3,497.7",300.4,A,Niagara Falls ON,81.9,139.14,1.7707,Sault Ste. Marie ON,490.8,683.14,9.5004,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3A,North York (York Heights / Victoria Village / Parkway East),Ontario,43.7545,-79.3300,Toronto Pearson Intl,YYZ,25.2,"3,507.1",299.3,A,Niagara Falls ON,76.5,145.72,1.8237,Sault Ste. Marie ON,499.6,698.47,9.6362,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3B,Don Mills North,Ontario,43.7450,-79.3590,Toronto Pearson Intl,YYZ,22.6,"3,505.2",298.6,A,Niagara Falls ON,76.2,143.69,1.7942,Sault Ste. Marie ON,498.5,696.44,9.6067,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3C,Don Mills South (Flemingdon Park),Ontario,43.7334,-79.3329,Toronto Pearson Intl,YYZ,24.3,"3,507.5",298.2,A,Niagara Falls ON,74.3,142.15,1.8839,Montreal QC,496.8,537,6.6281,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3H,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,43.7535,-79.4472,Toronto Pearson Intl,YYZ,16.6,"3,498.2",298.8,A,Niagara Falls ON,79.4,135.72,1.6885,Sault Ste. Marie ON,492.5,688.46,9.501,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3J,North York (Northwood Park / York University),Ontario,43.7694,-79.4921,Toronto Pearson Intl,YYZ,14.8,"3,494.3",299.9,A,Niagara Falls ON,82.4,135.63,1.7089,Sault Ste. Marie ON,488.6,678.32,9.3756,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3K,Downsview East (CFB Toronto),Ontario,43.7390,-79.4692,Toronto Pearson Intl,YYZ,14.2,"3,496.9",297.9,A,Niagara Falls ON,78.6,133.5,1.6707,Sault Ste. Marie ON,492.2,686.25,9.4832,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3L,Downsview West,Ontario,43.7334,-79.5116,Toronto Pearson Intl,YYZ,11.0,"3,493.9",297.5,A,Niagara Falls ON,79.5,130.63,1.6266,Sault Ste. Marie ON,490.0,678.95,9.384,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3M,Downsview Central,Ontario,43.7319,-79.4928,Toronto Pearson Intl,YYZ,12.2,"3,495.3",297.4,A,Niagara Falls ON,78.7,131.85,1.6346,Sault Ste. Marie ON,491.3,681.03,9.4381,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M3N,North York (Jane and Finch),Ontario,43.7568,-79.5210,Toronto Pearson Intl,YYZ,12.1,"3,492.5",299.1,A,Niagara Falls ON,82.1,132.16,1.6319,Sault Ste. Marie ON,487.7,675.96,9.3204,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4A,North York (Sweeney Park / Wigmore Park),Ontario,43.7276,-79.3148,Toronto Pearson Intl,YYZ,25.5,"3,509.0",298.1,A,Niagara Falls ON,73.3,141.65,1.7842,Montreal QC,495.7,535.09,6.5431,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4B,East York (Parkview Hill / Woodbine Gardens),Ontario,43.7063,-79.3094,Toronto Pearson Intl,YYZ,25.6,"3,510.0",297.2,A,Niagara Falls ON,70.9,140.62,1.8006,Montreal QC,496.3,537.23,6.5985,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4C,East York (Woodbine Heights),Ontario,43.6913,-79.3116,Toronto Pearson Intl,YYZ,25.2,"3,510.3",296.7,A,Niagara Falls ON,69.4,137.13,1.7856,Montreal QC,497.2,539.35,6.6508,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4E,East Toronto (The Beaches),Ontario,43.6784,-79.2941,Toronto Pearson Intl,YYZ,26.6,"3,512.0",296.4,A,Niagara Falls ON,67.6,135.88,1.7529,Montreal QC,496.6,533.59,6.6096,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4G,East York (Leaside),Ontario,43.7124,-79.3644,Toronto Pearson Intl,YYZ,21.3,"3,505.7",297.1,A,Niagara Falls ON,72.8,142.67,1.8042,Mont-Tremblant QC,460.9,592.81,7.4782,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4H,East York (Thorncliffe Park),Ontario,43.7059,-79.3464,Toronto Pearson Intl,YYZ,22.6,"3,507.2",297.0,A,Niagara Falls ON,71.7,139.05,1.7563,Montreal QC,499.0,539.73,6.6095,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4J,East Toronto (The Danforth East),Ontario,43.6872,-79.3368,Toronto Pearson Intl,YYZ,23.2,"3,508.5",296.4,A,Niagara Falls ON,69.5,139.47,1.7728,Montreal QC,499.3,541.55,6.6245,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4K,East Toronto (The Danforth West / Riverdale),Ontario,43.6803,-79.3538,Toronto Pearson Intl,YYZ,21.8,"3,507.4",296.0,A,Niagara Falls ON,69.2,133.29,1.7312,Mont-Tremblant QC,462.4,598,7.5503,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4L,East Toronto (India Bazaar / The Beaches West),Ontario,43.6693,-79.3155,Toronto Pearson Intl,YYZ,24.9,"3,510.6",295.9,A,Niagara Falls ON,67.1,133.75,1.7137,Montreal QC,498.6,535.62,6.6466,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4M,East Toronto (Studio District),Ontario,43.6561,-79.3406,Toronto Pearson Intl,YYZ,23.0,"3,509.1",295.4,A,Niagara Falls ON,66.3,130.84,1.6452,Mont-Tremblant QC,463.2,600.18,7.5562,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4N,Central Toronto (Lawrence Park East),Ontario,43.7301,-79.3935,Toronto Pearson Intl,YYZ,19.5,"3,503.0",297.7,A,Niagara Falls ON,75.5,139.42,1.7739,Sault Ste. Marie ON,497.4,692.17,9.5864,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4P,Central Toronto (Davisville North),Ontario,43.7135,-79.3887,Toronto Pearson Intl,YYZ,19.4,"3,503.8",297.0,A,Niagara Falls ON,73.6,135.87,1.8057,Sault Ste. Marie ON,498.9,693.54,9.6219,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4R,Central Toronto (North Toronto West),Ontario,43.7143,-79.4065,Toronto Pearson Intl,YYZ,18.0,"3,502.4",296.9,A,Niagara Falls ON,74.2,139.3,1.7689,Sault Ste. Marie ON,497.8,692.05,9.5814,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4S,Central Toronto (Davisville),Ontario,43.7020,-79.3853,Toronto Pearson Intl,YYZ,19.4,"3,504.4",296.6,A,Niagara Falls ON,72.3,134.52,1.7627,Sault Ste. Marie ON,500.0,693.81,9.6368,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4T,Central Toronto (Moore Park / Summerhill East),Ontario,43.6899,-79.3853,Toronto Pearson Intl,YYZ,19.3,"3,504.7",296.1,A,Niagara Falls ON,71.0,133.21,1.7235,Mont-Tremblant QC,463.7,597.02,7.6007,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4V,Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),Ontario,43.6861,-79.4025,Toronto Pearson Intl,YYZ,17.9,"3,503.5",295.9,A,Niagara Falls ON,71.1,132.34,1.7144,Mont-Tremblant QC,465.1,598.96,7.6233,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4W,Downtown Toronto (Rosedale),Ontario,43.6827,-79.3730,Toronto Pearson Intl,YYZ,20.3,"3,505.9",296.0,A,Niagara Falls ON,69.9,132.41,1.7258,Mont-Tremblant QC,463.4,599.43,7.607,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4X,Downtown Toronto (St. James Town / Cabbagetown),Ontario,43.6684,-79.3689,Toronto Pearson Intl,YYZ,20.6,"3,506.6",295.5,A,Niagara Falls ON,68.3,131.06,1.6611,Mont-Tremblant QC,464.1,598.65,7.562,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M4Y,Downtown Toronto (Church and Wellesley),Ontario,43.6656,-79.3830,Toronto Pearson Intl,YYZ,19.5,"3,505.6",295.4,A,Niagara Falls ON,68.4,130.04,1.6553,Mont-Tremblant QC,465.2,599.73,7.5949,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5A,Downtown Toronto (Regent Park / Port of Toronto),Ontario,43.6555,-79.3626,Toronto Pearson Intl,YYZ,21.2,"3,507.5",295.2,A,Niagara Falls ON,66.8,129.58,1.6161,Mont-Tremblant QC,464.6,599.35,7.5536,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5B,Downtown Toronto (Ryerson),Ontario,43.6572,-79.3783,Toronto Pearson Intl,YYZ,20.0,"3,506.2",295.2,A,Niagara Falls ON,67.4,129.55,1.6306,Mont-Tremblant QC,465.5,600.02,7.5915,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5C,Downtown Toronto (St. James Park),Ontario,43.6513,-79.3756,Toronto Pearson Intl,YYZ,20.3,"3,506.6",295.1,A,Niagara Falls ON,66.7,128.83,1.6,Mont-Tremblant QC,465.7,600.53,7.5816,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5E,Downtown Toronto (Berczy Park),Ontario,43.6456,-79.3754,Toronto Pearson Intl,YYZ,20.4,"3,506.8",294.9,A,Niagara Falls ON,66.1,127.66,1.5775,Mont-Tremblant QC,466.1,600.87,7.5885,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5G,Downtown Toronto (Central Bay Street),Ontario,43.6564,-79.3860,Toronto Pearson Intl,YYZ,19.4,"3,505.6",295.1,A,Niagara Falls ON,67.6,128.88,1.6207,Mont-Tremblant QC,466.0,600.67,7.6082,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5H,Downtown Toronto (Richmond / Adelaide / King),Ontario,43.6496,-79.3833,Toronto Pearson Intl,YYZ,19.7,"3,506.0",295.0,A,Niagara Falls ON,66.8,128.18,1.5936,Mont-Tremblant QC,466.3,601.15,7.6002,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5J,Downtown Toronto (Harbourfront East / Union Station / Toronto Island),Ontario,43.6230,-79.3936,Toronto Pearson Intl,YYZ,19.6,"3,506.0",294.4,A,Niagara Falls ON,64.3,126.23,1.6138,Mont-Tremblant QC,468.8,604.5,7.6599,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5K,Downtown Toronto (Toronto Dominion Centre / Design Exchange),Ontario,43.6469,-79.3823,Toronto Pearson Intl,YYZ,19.8,"3,506.2",294.9,A,Niagara Falls ON,66.5,127.65,1.5761,Mont-Tremblant QC,466.5,603.11,7.61,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5L,Downtown Toronto (Commerce Court / Victoria Hotel),Ontario,43.6492,-79.3823,Toronto Pearson Intl,YYZ,19.8,"3,506.1",295.0,A,Niagara Falls ON,66.7,128.12,1.5916,Mont-Tremblant QC,466.3,601.09,7.5982,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5M,North York (Bedford Park / Lawrence Park West / Lawrence Manor East),Ontario,43.7335,-79.4177,Toronto Pearson Intl,YYZ,17.8,"3,501.0",297.8,A,Niagara Falls ON,76.5,136.67,1.6863,Sault Ste. Marie ON,495.7,689.41,9.4987,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5N,Central Toronto (Roselawn),Ontario,43.7113,-79.4195,Toronto Pearson Intl,YYZ,16.9,"3,501.5",296.7,A,Niagara Falls ON,74.2,137.27,1.7559,Sault Ste. Marie ON,497.2,690.02,9.5684,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5P,Central Toronto (Forest Hill North & West),Ontario,43.6966,-79.4120,Toronto Pearson Intl,YYZ,17.2,"3,502.5",296.2,A,Niagara Falls ON,72.5,138.88,1.7585,Sault Ste. Marie ON,498.7,691.63,9.571,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5R,Central Toronto (The Annex / North Midtown / Yorkville),Ontario,43.6736,-79.4035,Toronto Pearson Intl,YYZ,17.8,"3,503.8",295.5,A,Niagara Falls ON,69.9,130.56,1.7032,Mont-Tremblant QC,466.0,601.53,7.6599,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5S,Downtown Toronto (University of Toronto / Harbord),Ontario,43.6629,-79.3987,Toronto Pearson Intl,YYZ,18.3,"3,504.5",295.2,A,Niagara Falls ON,68.6,128.94,1.6521,Mont-Tremblant QC,466.4,601.3,7.6467,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5T,Downtown Toronto (Kensington Market / Chinatown / Grange Park),Ontario,43.6541,-79.3978,Toronto Pearson Intl,YYZ,18.4,"3,504.8",295.0,A,Niagara Falls ON,67.7,127.9,1.6124,Mont-Tremblant QC,467.0,601.68,7.645,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5V,Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),Ontario,43.6404,-79.3995,Toronto Pearson Intl,YYZ,18.6,"3,505.1",294.7,A,Niagara Falls ON,66.3,126.7,1.5716,Mont-Tremblant QC,468.0,604.02,7.6162,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5W,Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),Ontario,43.6437,-79.3787,Toronto Pearson Intl,YYZ,20.2,"3,506.6",294.9,A,Niagara Falls ON,66.0,127.28,1.5615,Mont-Tremblant QC,466.4,602.8,7.6005,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M5X,Downtown Toronto (Underground city),Ontario,43.6492,-79.3823,Toronto Pearson Intl,YYZ,19.8,"3,506.1",295.0,A,Niagara Falls ON,66.7,128.12,1.5916,Mont-Tremblant QC,466.3,601.09,7.5982,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6A,North York (Lawrence Manor / Lawrence Heights),Ontario,43.7223,-79.4504,Toronto Pearson Intl,YYZ,14.9,"3,498.8",297.1,A,Niagara Falls ON,76.3,133.44,1.6506,Sault Ste. Marie ON,494.5,686.19,9.4631,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6B,North York (Glencairn),Ontario,43.7081,-79.4479,Toronto Pearson Intl,YYZ,14.6,"3,499.4",296.4,A,Niagara Falls ON,74.8,135.03,1.6796,Sault Ste. Marie ON,495.7,687.77,9.4921,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6C,York (Cedarvale),Ontario,43.6915,-79.4307,Toronto Pearson Intl,YYZ,15.7,"3,501.2",295.9,A,Niagara Falls ON,72.5,129.31,1.7405,Sault Ste. Marie ON,498.0,689.51,9.5619,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6E,York (Fairbank / Oakwood),Ontario,43.6889,-79.4507,Toronto Pearson Intl,YYZ,14.1,"3,499.8",295.6,A,Niagara Falls ON,72.9,130.54,1.7036,Sault Ste. Marie ON,497.0,687.56,9.5084,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6G,Downtown Toronto (Christie),Ontario,43.6683,-79.4205,Toronto Pearson Intl,YYZ,16.5,"3,502.7",295.2,A,Niagara Falls ON,69.8,127.86,1.6726,Mont-Tremblant QC,467.4,603.27,7.6506,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6H,West Toronto (Dufferin / Dovercourt Village),Ontario,43.6655,-79.4378,Toronto Pearson Intl,YYZ,15.1,"3,501.4",295.0,A,Niagara Falls ON,70.1,126.55,1.6287,Sault Ste. Marie ON,499.4,690.28,9.5807,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6J,West Toronto (Rua Aþores / Trinity),Ontario,43.6480,-79.4177,Toronto Pearson Intl,YYZ,17.0,"3,503.5",294.7,A,Niagara Falls ON,67.7,125.32,1.5829,Mont-Tremblant QC,468.6,606.51,7.6943,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6K,West Toronto (Brockton / Parkdale Village / Exhibition Place),Ontario,43.6383,-79.4301,Toronto Pearson Intl,YYZ,16.3,"3,502.8",294.5,A,Niagara Falls ON,67.1,123.3,1.5225,Mont-Tremblant QC,470.1,607.74,7.6735,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6L,North York (North Park / Maple Leaf Park / Upwood Park),Ontario,43.7137,-79.4869,Toronto Pearson Intl,YYZ,11.8,"3,496.3",296.5,A,Niagara Falls ON,76.6,132.32,1.6466,Sault Ste. Marie ON,492.9,683.69,9.443,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6M,York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),Ontario,43.6934,-79.4857,Toronto Pearson Intl,YYZ,11.3,"3,497.0",295.6,A,Niagara Falls ON,74.5,127.77,1.6365,Sault Ste. Marie ON,494.5,684.21,9.4321,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6N,York (Runnymede / The Junction North),Ontario,43.6748,-79.4839,Toronto Pearson Intl,YYZ,11.3,"3,497.7",294.9,A,Niagara Falls ON,72.6,124.05,1.6328,Sault Ste. Marie ON,496.0,686.63,9.5083,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6P,West Toronto (High Park / The Junction South),Ontario,43.6605,-79.4633,Toronto Pearson Intl,YYZ,13.1,"3,499.6",294.7,A,Niagara Falls ON,70.5,123.33,1.5717,Sault Ste. Marie ON,498.3,687.92,9.5379,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6R,West Toronto (Parkdale / Roncesvalles Village),Ontario,43.6469,-79.4521,Toronto Pearson Intl,YYZ,14.3,"3,500.9",294.5,A,Niagara Falls ON,68.7,121.95,1.5287,Sault Ste. Marie ON,500.0,846.7,9.5139,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M6S,West Toronto (Bloor West Village / Swansea),Ontario,43.6512,-79.4828,Toronto Pearson Intl,YYZ,11.8,"3,498.4",294.4,A,Niagara Falls ON,70.2,121.68,1.5388,Sault Ste. Marie ON,497.8,846.44,9.5241,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M7A,Queen's Park Ontario Provincial Government,Ontario,43.6641,-79.3889,Toronto Pearson Intl,YYZ,19.0,"3,505.2",295.3,A,Niagara Falls ON,68.4,129.85,1.6469,Mont-Tremblant QC,465.7,600.24,7.6096,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M7Y,East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),Ontario,43.7804,-79.2505,Toronto Pearson Intl,YYZ,32.2,"3,512.4",301.0,A,Niagara Falls ON,78.0,150.77,1.8623,Montreal QC,488.5,524.81,6.3633,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M8V,Etobicoke (New Toronto / Mimico South / Humber Bay Shores),Ontario,43.6075,-79.5013,Toronto Pearson Intl,YYZ,12.6,"3,498.3",294.1,A,Niagara Falls ON,66.7,118.07,1.4577,Sault Ste. Marie ON,499.9,842.83,9.4429,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M8W,Etobicoke (Alderwood / Long Branch),Ontario,43.6021,-79.5402,Toronto Pearson Intl,YYZ,10.8,"3,495.5",294.4,A,Niagara Falls ON,67.8,113.76,1.4156,Sault Ste. Marie ON,498.0,838.52,9.4009,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M8X,Etobicoke (The Kingsway / Montgomery Road / Old Mill North),Ontario,43.6518,-79.5076,Toronto Pearson Intl,YYZ,9.9,"3,496.5",294.3,A,Niagara Falls ON,71.2,119.99,1.528,Sault Ste. Marie ON,496.3,844.75,9.5133,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M8Y,Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),Ontario,43.6325,-79.4939,Toronto Pearson Intl,YYZ,11.7,"3,498.1",294.1,A,Niagara Falls ON,68.8,118.41,1.4503,Sault Ste. Marie ON,498.5,843.17,9.4356,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M8Z,Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),Ontario,43.6256,-79.5231,Toronto Pearson Intl,YYZ,10.0,"3,496.1",294.1,A,Niagara Falls ON,69.3,115.38,1.4226,Sault Ste. Marie ON,497.3,840.14,9.4079,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9A,Etobicoke (Islington Avenue),Ontario,43.6662,-79.5282,Toronto Pearson Intl,YYZ,7.9,"3,494.5",294.4,A,Niagara Falls ON,73.4,121.03,1.5338,Sault Ste. Marie ON,494.0,838.24,9.463,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9B,Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),Ontario,43.6505,-79.5517,Toronto Pearson Intl,YYZ,6.6,"3,493.2",294.1,A,Niagara Falls ON,72.9,117.65,1.4591,Sault Ste. Marie ON,493.7,837.55,9.4344,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9C,Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),Ontario,43.6437,-79.5767,Toronto Pearson Intl,YYZ,5.4,"3,491.5",294.1,A,Niagara Falls ON,73.3,117.02,1.4461,Sault Ste. Marie ON,492.7,841.78,9.4313,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9L,North York (Humber Summit),Ontario,43.7598,-79.5565,Toronto Pearson Intl,YYZ,10.7,"3,489.7",299.7,A,Niagara Falls ON,83.7,133.22,1.66,Sault Ste. Marie ON,485.4,677.21,9.3689,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9M,North York (Humberlea / Emery),Ontario,43.7366,-79.5401,Toronto Pearson Intl,YYZ,9.4,"3,491.6",297.8,A,Niagara Falls ON,80.8,127.97,1.5962,Sault Ste. Marie ON,488.1,678.9,9.395,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9N,Weston,Ontario,43.7068,-79.5170,Toronto Pearson Intl,YYZ,9.3,"3,494.2",296.0,A,Niagara Falls ON,77.0,128.06,1.5876,Sault Ste. Marie ON,491.6,682.49,9.4325,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9P,Etobicoke (Westmount),Ontario,43.6949,-79.5323,Toronto Pearson Intl,YYZ,7.7,"3,493.4",295.4,A,Niagara Falls ON,76.4,125.43,1.5611,Sault Ste. Marie ON,491.6,683.36,9.4389,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9R,Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),Ontario,43.6898,-79.5582,Toronto Pearson Intl,YYZ,5.5,"3,491.6",295.0,A,Niagara Falls ON,76.9,123.4,1.5184,Sault Ste. Marie ON,490.4,837.04,9.4132,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9V,Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),Ontario,43.7432,-79.5876,Toronto Pearson Intl,YYZ,7.9,"3,487.8",298.8,A,Niagara Falls ON,83.2,128.16,1.6082,Sault Ste. Marie ON,484.7,681.18,9.435,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
M9W,Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),Ontario,43.7144,-79.5909,Toronto Pearson Intl,YYZ,4.9,"3,488.4",296.5,A,Niagara Falls ON,80.6,124.19,1.5388,Sault Ste. Marie ON,486.6,839.03,9.4676,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0A,West Haldimand (Port Dover),Ontario,42.9403,-79.9450,Toronto Pearson Intl,YYZ,86.0,"3,484.1",328.7,A,Niagara Falls ON,71.9,75.41,1.4026,Ottawa ON,436.8,562.27,7.0155,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0B,Wellington (Elora),Ontario,43.5569,-80.4414,Toronto Pearson Intl,YYZ,67.1,"3,428.0",352.5,A,Niagara Falls ON,121.4,141.66,2.0799,Sault Ste. Marie ON,450.6,784.05,8.9413,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0C,Georgian Bay Southwest Shore (Dundalk),Ontario,44.2561,-80.5029,Toronto Pearson Intl,YYZ,95.3,"3,404.2",388.8,A,Niagara Falls ON,172.7,221.65,3.1413,Timmins ON,473.0,646.57,9.8287,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0E,Brant and Norfolk (Waterford),Ontario,42.6618,-80.5572,Toronto Pearson Intl,YYZ,135.9,"3,445.6",371.1,A,Niagara Falls ON,129.1,140.24,2.4547,Ottawa ON,494.9,617.35,7.9241,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0G,Huron (Wingham),Ontario,44.0024,-81.0676,Toronto Pearson Intl,YYZ,121.2,"3,368.0",413.5,A,Niagara Falls ON,189.3,210.97,3.2188,Timmins ON,497.4,714.65,10.9364,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0H,Bruce Peninsula (Wiarton),Ontario,44.6941,-81.0962,Toronto Pearson Intl,YYZ,162.9,"3,348.2",455.7,A,Niagara Falls ON,240.4,297.1,4.4758,Ottawa ON,431.6,648.58,8.7116,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0J,Oxford (Norwich),Ontario,42.9775,-80.7057,Toronto Pearson Intl,YYZ,117.1,"3,424.6",373.5,A,Niagara Falls ON,132.3,165.85,2.1005,Sault Ste. Marie ON,488.1,717,7.9521,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0K,Perth (Mitchell),Ontario,43.5067,-81.1582,Toronto Pearson Intl,YYZ,124.9,"3,374.6",406.0,A,Niagara Falls ON,174.1,202.31,2.8113,Ottawa ON,482.7,605.58,7.576,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
N0L,Elgin (Dorchester),Ontario,42.7557,-81.4533,Toronto Pearson Intl,YYZ,180.2,"3,373.8",429.5,A,Niagara Falls ON,196.4,228.02,2.8489,Thousand Islands ON,484.8,542.35,6.8961,"1,204.7","1,260.4","1,892.0",YVR,703.9,740.7
